Key,Source,Context,Changes,English,Koreana
armorAssassinGlovesImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Gloves. Silent - but very fast. Increases the rate of fire and reload speed of sniper rifles. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],중간 갑옷\n암살자 장갑의 향상된 버전입니다. 조용하지만 매우 빠릅니다. 저격소총의 발사 속도와 재장전 속도가 증가합니다. 근접 무기의 공격 속도를 높이기 위해 부스트를 설치할 수 있습니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[FF6666]근접 무기 부스트[-] 사용 가능(장갑에 설치). 저격소총의 피해량이 증가합니다.\n\n[DECEA3]수리에는 수리 키트(개선됨)가 필요합니다.[-]
armorAssassinBootsImp,items,Clothes,,Assassin Boots [8692FF]Improved[-],암살자 부츠 [8692FF]«개선됨»[-]
armorAssassinBootsImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Boots. Become silent but deadly. When running in stealth mode, you will not make any sounds. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]",중간 갑옷\n암살자 부츠의 향상된 버전입니다. 조용하지만 치명적이 되십시오. 스텔스 모드로 실행하면 소리가 나지 않습니다. 근접 공격 중에 균형을 유지하는 것이 훨씬 쉽습니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[FF6666]근접 무기 부스트[-] 사용 가능(장갑에 설치). 저격소총의 피해량이 증가합니다.\n\n[DECEA3]수리에는 수리 키트(개선됨)가 필요합니다.[-]
buffAssassinImpSetBonus,buffs,Buff,,[8692FF]Assassin[-],[8692FF]암살자[-]
buffAssassinImpSetBonusName,buffs,buff,,Armor Bonus,갑옷 보너스
buffAssassinImpSetBonusTooltip,buffs,buff,,You are affected by the improved Assassin armor bonus.,향상된 암살자 갑옷 보너스의 영향을 받습니다.
buffAssassinImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Assassin»[-] Improved Armor\nSniper rifle damage increased by [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].","귀하는 [8692FF]<어새신>[-] 강화 방어구 전체 세트를 장착했습니다.\n저격총 공격력이 [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]만큼 증가했습니다. 근접 무기 강화 시: 데미지 [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-] 증가, 공격 속도 [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-] 증가, 체력 소모량 감소 [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-]."
armorGathererHelmetImp,items,Clothes,,Gatherer Helmet [8692FF]Improved[-],개더러 헬멧 [8692FF]«개량형»[-]
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],중갑\n개량된 채집가 헬멧. 이 다용도 헤드기어는 자원 채굴과 건설 모두에서 편안하고 안전합니다. 건설 및 자원 채굴 중에 얻는 경험치가 증가합니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[FF6666]부스트[-] 사용 가능(방탄복에 설치). 채굴 또는 건설 도구를 사용할 때 채굴된 자원의 양과 손상에 대한 저항이 증가합니다.\n\n[DECEA3]수리에는 수리 키트(개선됨)가 필요합니다.[-]
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],Gatherer 복장 [8692FF]«개선됨»[-]
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]",중갑옷\n개량된 채집가의 의상. 바위뿐만 아니라 침입자로부터도 보호해 주는 튼튼하고 편안한 슈트입니다. 넓은 주머니 덕분에 채굴과 건설에 필요한 모든 것을 항상 휴대할 수 있습니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[FF6666]부스트[-] 사용 가능(방탄복에 설치). 채굴 또는 건설 도구를 사용할 때 채굴된 자원의 양과 손상에 대한 저항이 증가합니다.\n\n[DECEA3]수리에는 수리 키트(개선됨)가 필요합니다.[-]
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],개더러 장갑 [8692FF]«개량형»[-]
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]",중갑\n개량된 채집 장갑. 향상된 팜 코팅 덕분에 누군가가 도와줄 경우에만 도구를 놓을 수 있습니다. 수리 중 블록 손상을 증가시키고 도구 성능 저하를 줄입니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[FF6666]부스트[-] 사용 가능(방탄복에 설치). 채굴 또는 건설 도구를 사용할 때 채굴된 자원의 양과 손상에 대한 저항이 증가합니다.\n\n[DECEA3]수리에는 수리 키트(개선됨)가 필요합니다.[-]
armorGathererBootsImp,items,Clothes,,Gatherer Boots [8692FF]Improved[-],개더러 부츠 [8692FF]«개선됨»[-]
armorGathererBootsImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer's Boots. There's no better shoe for heavy-duty work. Increases safe fall height and stamina.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],중갑\n개량된 채집가의 장화. 힘든 작업에 이보다 더 좋은 신발은 없습니다. 안전한 낙하 높이와 체력을 증가시킵니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[FF6666]부스트[-] 사용 가능(방탄복에 설치). 채굴 또는 건설 도구를 사용할 때 채굴된 자원의 양과 손상에 대한 저항이 증가합니다.\n\n[DECEA3]수리에는 수리 키트(개선됨)가 필요합니다.[-]
buffGathererImpSetBonus,buffs,Buff,,[8692FF]Gatherer[-],[8692FF]채집자[-]
buffGathererImpSetBonusName,buffs,buff,,Armor Bonus,갑옷 보너스
buffGathererImpSetBonusTooltip,buffs,buff,,You are affected by the improved Gatherer armor bonus.,향상된 Gatherer 방어구 보너스의 영향을 받습니다.
buffGathererImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]Gatherer[-] improved Armor\nThe amount of any extracted resources has been increased by [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nWhile holding construction or mining tools, damage taken is reduced by [DECEA3]15%[-].",[8692FF]Gatherer[-] 향상된 방어구 세트를 모두 장착했습니다.\n추출되는 자원의 양이 [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-]만큼 증가했습니다.\n\n건설 도구나 채광 도구를 들고 있는 동안 받는 피해가 [DECEA3]15%[-]만큼 감소합니다.
armorNomadHelmetImp,items,Clothes,,Nomad Helmet [8692FF]Improved[-],유목민 헬멧 [8692FF]«개량형»[-]
armorNomadHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Helmet. This headdress, which protects against the harsh conditions of the wasteland, allows the nomad to go on long journeys. Reduces the consumption of food and water. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",중갑\n노마드 헬멧의 향상된 버전입니다. 황무지의 혹독한 환경으로부터 보호해 주는 이 머리 장식은 유목민들이 장거리 여행을 떠날 수 있게 해줍니다. 음식과 물의 소비를 줄입니다. 이제 전투 훈련이 더 잘되었습니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[FF6666]근접 무기 부스트[-] 사용 가능(장갑에 설치). 산탄총의 피해가 증가합니다.\n\n[DECEA3]수리에는 수리 키트(개선됨)가 필요합니다.[-]
armorNomadOutfitImp,items,Clothes,,Nomad Outfit [8692FF]Improved[-],노마드 의상 [8692FF]«개선됨»[-]
armorNomadOutfitImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nomad Outfit. Anything can happen on any journey. The main thing is to be able to quickly recover and move on. Speeds up recovery from critical injuries and increases your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-],중갑옷\n노마드 의상의 개선된 버전입니다. 어떤 여행에서든 어떤 일이든 일어날 수 있습니다. 가장 중요한 것은 빠르게 회복하고 계속 진행할 수 있다는 것입니다. 심각한 부상으로부터의 회복 속도를 높이고 운반 능력을 높입니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[FF6666]근접 무기 부스트[-] 사용 가능(장갑에 설치). 산탄총의 피해가 증가합니다.\n\n[DECEA3]수리에는 수리 키트(개선됨)가 필요합니다.[-]
armorNomadGlovesImp,items,Clothes,,Nomad Gloves [8692FF]Improved[-],유목민 장갑 [8692FF]«개량형»[-]
armorNomadGlovesImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Gloves. If you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",중갑\n노마드 장갑의 향상된 버전입니다. 밤을 보내기 위해 집에 들어가면 분명히 거기에 누군가가 있습니다. 산탄총의 발사 속도와 재장전 속도가 증가합니다. 근접 무기의 공격 속도를 높이기 위해 부스트를 설치할 수 있습니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[FF6666]근접 무기 부스트[-] 사용 가능(장갑에 설치). 산탄총의 피해가 증가합니다.\n\n[DECEA3]수리에는 수리 키트(개선됨)가 필요합니다.[-]
armorNomadBootsImp,items,Clothes,,Nomad Boots [8692FF]Improved[-],노마드 부츠 [8692FF]«개량형»[-]
armorNomadBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Boots. When crawling through mountains, it is better not to look down. Increases safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",중갑\n노마드 부츠의 향상된 버전입니다. 산을 기어갈 때는 아래를 내려다보지 않는 것이 좋습니다. 안전한 낙하 높이를 높입니다. 근접 공격 중에 균형을 유지하는 것이 훨씬 쉽습니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[FF6666]근접 무기 부스트[-] 사용 가능(장갑에 설치). 산탄총의 피해가 증가합니다.\n\n[DECEA3]수리에는 수리 키트(개선됨)가 필요합니다.[-]
buffNomadImpSetBonus,buffs,Buff,,[8692FF]Nomad[-],[8692FF]유목민[-]
buffNomadImpSetBonusName,buffs,buff,,Armor Bonus,갑옷 보너스
buffNomadImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nomad armor bonus.,향상된 유목민 방어구 보너스의 영향을 받습니다.
buffNomadImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Nomad»[-] improved Armor\nShotgun damage increased by [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-].","귀하는 [8692FF]«Nomad»[-] 향상된 방어구 전체 세트를 장착했습니다.\n산탄총 공격력이 [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]만큼 증가했습니다. 근접 무기 강화 시: 데미지 [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-] 증가, 공격 속도 [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-] 증가, 체력 소모량 감소 [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-]."
armorNerdHelmetImp,items,Clothes,,Nerd Goggles [8692FF]Improved[-],너드 고글 [8692FF]«개선됨»[-]
armorNerdHelmetImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Goggles. This headgear allows the nerd to learn significantly faster. You now gain more experience from trap kills.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],중갑\n너드 고글의 향상된 버전입니다. 이 헤드기어를 사용하면 괴상한 사람이 훨씬 더 빨리 배울 수 있습니다. 이제 함정 처치로 더 많은 경험치를 얻습니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[DECEA3]<지능>[-] 전투 기술로 인한 피해가 증가합니다.\n[DECEA3]1[-] 포탑을 더 배치할 수 있습니다.\n\n[DECEA3]<부스트> 수정은 이 세트에 설치할 수 없습니다.\n수리에는 수리 키트(개선됨)가 필요합니다.[-]
armorNerdOutfitImp,items,Clothes,,Nerd Outfit [8692FF]Improved[-],Nerd Outfit [8692FF]«개선됨»[-]
armorNerdOutfitImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nerd Outfit. Live and learn. Increases the chance to gain additional skill points when reading magazines, as well as the chance to find books, magazines, and recipes in loot.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]","중갑\nNerd 복장의 향상된 버전입니다. 살고 배우십시오. 잡지를 읽을 때 추가 스킬 포인트를 얻을 확률이 증가하고 전리품에서 책, 잡지, 레시피를 찾을 확률이 증가합니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[DECEA3]<지능>[-] 전투 기술의 피해가 증가합니다.\n포탑을 [DECEA3]1[-]개 더 배치할 수 있습니다.\n\n[DECEA3]이에는 ""부스트"" 수정을 설치할 수 없습니다. 설정됩니다.\n수리에는 수리 키트(개선됨)가 필요합니다.[-]"
armorNerdGlovesImp,items,Clothes,,Nerd Gloves [8692FF]Improved[-],너드 장갑 [8692FF]«개량형»[-]
armorNerdGlovesImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Gloves. Increases turret reload speed and stun baton attack speed.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],"중갑\n너드 장갑의 향상된 버전입니다. 포탑 재장전 속도와 기절봉 공격 속도가 증가합니다.\n\n[DECEA3]풀 세트 보너스:[-]\n[DECEA3]<지능>[-] 전투 기술로 인한 피해가 증가합니다.\n포탑을 [DECEA3]1[-]개 더 배치할 수 있습니다.\n\n[DECEA3]이 세트에는 """"부스트"""" 수정을 설치할 수 없습니다.\n수리에는 수리 키트가 필요합니다 (개선).[-]"
