Key,Source,Context,Changes,English,French
armorAssassinGlovesImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Gloves. Silent - but very fast. Increases the rate of fire and reload speed of sniper rifles. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armure moyenne\nUne version améliorée des gants d'assassin. Silencieux – mais très rapide. Augmente la cadence de tir et la vitesse de rechargement des fusils de sniper. Vous pouvez installer un boost pour augmenter la vitesse d'attaque des armes de mêlée.\n\n[DECEA3]Bonus d'ensemble complet :[-]\n[FF6666]Boost d'arme de mêlée[-] disponible (installé dans les gants). Augmente les dégâts infligés par les fusils de sniper.\n\n[DECEA3]La réparation nécessite un kit de réparation (amélioré).[-]
armorAssassinBootsImp,items,Clothes,,Assassin Boots [8692FF]Improved[-],Bottes d'Assassin [8692FF]«Améliorées»[-]
armorAssassinBootsImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Boots. Become silent but deadly. When running in stealth mode, you will not make any sounds. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armure moyenne\nUne version améliorée des bottes d'assassin. Devenez silencieux mais mortel. Lorsque vous exécutez en mode furtif, vous n'émettreez aucun son. Il vous est beaucoup plus facile de maintenir votre équilibre lors d'attaques de mêlée.\n\n[DECEA3]Bonus d'ensemble complet :[-]\n[FF6666]Boost d'arme de mêlée[-] disponible (installé dans les gants). Augmente les dégâts infligés par les fusils de sniper.\n\n[DECEA3]La réparation nécessite un kit de réparation (amélioré).[-]"
buffAssassinImpSetBonus,buffs,Buff,,[8692FF]Assassin[-],[8692FF]Assassin[-]
buffAssassinImpSetBonusName,buffs,buff,,Armor Bonus,Bonus d'armure
buffAssassinImpSetBonusTooltip,buffs,buff,,You are affected by the improved Assassin armor bonus.,Vous êtes concerné par le bonus d'armure Assassin amélioré.
buffAssassinImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Assassin»[-] Improved Armor\nSniper rifle damage increased by [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].","Vous avez équipé un ensemble complet de [8692FF]«Assassin»[-] Armure améliorée\nDégâts du fusil de sniper augmentés de [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. Lors de l'amélioration des armes de mêlée : dégâts augmentés de [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], vitesse d'attaque augmentée de [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], coût d'endurance réduit de [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-]."
armorGathererHelmetImp,items,Clothes,,Gatherer Helmet [8692FF]Improved[-],Casque de rassembleur [8692FF]«Amélioré»[-]
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Armure lourde\nCasque de rassembleur amélioré. Ce couvre-chef polyvalent est confortable et sûr, tant pour l'exploitation minière que pour la construction. Augmente l'expérience acquise lors de la construction et de l'extraction de ressources.\n\n[DECEA3]Bonus d'ensemble complet :[-]\n[FF6666]Boost[-] disponible (installé dans un gilet pare-balles). Augmente la quantité de ressources extraites et la résistance à tout dommage lors de l'utilisation d'outils miniers ou de construction.\n\n[DECEA3]La réparation nécessite un kit de réparation (amélioré).[-]"
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],Tenue de cueilleur [8692FF]«Améliorée»[-]
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armure lourde\nTenue de cueilleur améliorée. Une combinaison durable et confortable qui protège non seulement des rochers mais aussi des intrus. Grâce aux poches spacieuses, vous pouvez toujours transporter tout ce dont vous avez besoin pour l'exploitation minière et la construction.\n\n[DECEA3]Bonus de l'ensemble complet :[-]\n[FF6666]Boost[-] disponible (installé dans le gilet pare-balles). Augmente la quantité de ressources extraites et la résistance à tout dommage lors de l'utilisation d'outils miniers ou de construction.\n\n[DECEA3]La réparation nécessite un kit de réparation (amélioré).[-]"
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],Gants de cueilleur [8692FF]«Amélioré»[-]
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armure lourde\nGants de récolte améliorés. Grâce au revêtement amélioré de la paume, vous ne lâcherez l'outil que si quelqu'un vous aide. Augmente les dégâts des blocs et réduit la dégradation des outils lors des réparations.\n\n[DECEA3]Bonus d'ensemble complet :[-]\n[FF6666]Boost[-] disponible (installé dans le gilet pare-balles). Augmente la quantité de ressources extraites et la résistance à tout dommage lors de l'utilisation d'outils miniers ou de construction.\n\n[DECEA3]La réparation nécessite un kit de réparation (amélioré).[-]"
armorGathererBootsImp,items,Clothes,,Gatherer Boots [8692FF]Improved[-],Bottes de cueilleur [8692FF]«Amélioré»[-]
armorGathererBootsImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer's Boots. There's no better shoe for heavy-duty work. Increases safe fall height and stamina.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armure lourde\nBottes de cueilleur améliorées. Il n'y a pas de meilleure chaussure pour les travaux lourds. Augmente la hauteur de chute et l'endurance en toute sécurité.\n\n[DECEA3]Bonus d'ensemble complet :[-]\n[FF6666]Boost[-] disponible (installé dans le gilet pare-balles). Augmente la quantité de ressources extraites et la résistance à tout dommage lors de l'utilisation d'outils miniers ou de construction.\n\n[DECEA3]La réparation nécessite un kit de réparation (amélioré).[-]
buffGathererImpSetBonus,buffs,Buff,,[8692FF]Gatherer[-],[8692FF]Rassembleur[-]
buffGathererImpSetBonusName,buffs,buff,,Armor Bonus,Bonus d'armure
buffGathererImpSetBonusTooltip,buffs,buff,,You are affected by the improved Gatherer armor bonus.,Vous êtes concerné par le bonus d'armure de Rassembleur amélioré.
buffGathererImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]Gatherer[-] improved Armor\nThe amount of any extracted resources has been increased by [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nWhile holding construction or mining tools, damage taken is reduced by [DECEA3]15%[-].","Vous avez équipé un ensemble complet d'armures améliorées de [8692FF]Gatherer[-]\nLa quantité de toutes les ressources extraites a été augmentée de [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nLorsque vous détenez des outils de construction ou d'exploitation minière, les dégâts subis sont réduits de [DECEA3]15 %[-]."
armorNomadHelmetImp,items,Clothes,,Nomad Helmet [8692FF]Improved[-],Casque Nomade [8692FF]«Amélioré»[-]
armorNomadHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Helmet. This headdress, which protects against the harsh conditions of the wasteland, allows the nomad to go on long journeys. Reduces the consumption of food and water. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armure lourde\nUne version améliorée du casque Nomad. Cette coiffe, qui protège des rudes conditions de la friche, permet au nomade d'effectuer de longs voyages. Réduit la consommation de nourriture et d’eau. Vous êtes désormais mieux entraîné au combat.\n\n[DECEA3]Bonus d'ensemble complet :[-]\n[FF6666]Boost d'arme de mêlée[-] disponible (installé dans les gants). Augmente les dégâts infligés par les fusils de chasse.\n\n[DECEA3]La réparation nécessite un kit de réparation (amélioré).[-]"
armorNomadOutfitImp,items,Clothes,,Nomad Outfit [8692FF]Improved[-],Tenue Nomade [8692FF]«Améliorée»[-]
armorNomadOutfitImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nomad Outfit. Anything can happen on any journey. The main thing is to be able to quickly recover and move on. Speeds up recovery from critical injuries and increases your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armure lourde\nUne version améliorée de la tenue Nomad. Tout peut arriver lors de n'importe quel voyage. L'essentiel est de pouvoir récupérer rapidement et passer à autre chose. Accélère la récupération après des blessures critiques et augmente votre capacité de transport.\n\n[DECEA3]Bonus d'ensemble complet :[-]\n[FF6666]Boost d'arme de mêlée[-] disponible (installé dans les gants). Augmente les dégâts infligés par les fusils de chasse.\n\n[DECEA3]La réparation nécessite un kit de réparation (amélioré).[-]
armorNomadGlovesImp,items,Clothes,,Nomad Gloves [8692FF]Improved[-],Gants Nomad [8692FF]«Amélioré»[-]
armorNomadGlovesImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Gloves. If you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armure lourde\nUne version améliorée des gants nomades. Si vous entrez dans une maison pour passer la nuit, il y a certainement quelqu'un là-bas. Augmente la cadence de tir et la vitesse de rechargement des fusils de chasse. Vous pouvez installer un boost pour augmenter la vitesse d'attaque des armes de mêlée.\n\n[DECEA3]Bonus d'ensemble complet :[-]\n[FF6666]Boost d'arme de mêlée[-] disponible (installé dans les gants). Augmente les dégâts infligés par les fusils de chasse.\n\n[DECEA3]La réparation nécessite un kit de réparation (amélioré).[-]"
armorNomadBootsImp,items,Clothes,,Nomad Boots [8692FF]Improved[-],Bottes nomades [8692FF]«Amélioré»[-]
armorNomadBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Boots. When crawling through mountains, it is better not to look down. Increases safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armure lourde\nUne version améliorée des bottes nomades. Lorsqu’on rampe à travers les montagnes, il vaut mieux ne pas baisser les yeux. Augmente la hauteur de chute sécuritaire. Il vous est beaucoup plus facile de maintenir votre équilibre lors d'attaques de mêlée.\n\n[DECEA3]Bonus d'ensemble complet :[-]\n[FF6666]Boost d'arme de mêlée[-] disponible (installé dans les gants). Augmente les dégâts infligés par les fusils de chasse.\n\n[DECEA3]La réparation nécessite un kit de réparation (amélioré).[-]"
buffNomadImpSetBonus,buffs,Buff,,[8692FF]Nomad[-],[8692FF]Nomade[-]
buffNomadImpSetBonusName,buffs,buff,,Armor Bonus,Bonus d'armure
buffNomadImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nomad armor bonus.,Vous êtes concerné par le bonus d'armure Nomade amélioré.
buffNomadImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Nomad»[-] improved Armor\nShotgun damage increased by [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-].","Vous avez équipé un ensemble complet de [8692FF]« Nomad »[-] Armure améliorée\nDégâts du fusil de chasse augmentés de [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. Lors de l'amélioration des armes de mêlée : dégâts augmentés de [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], vitesse d'attaque augmentée de [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], coût d'endurance réduit de [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-]."
armorNerdHelmetImp,items,Clothes,,Nerd Goggles [8692FF]Improved[-],Lunettes Nerd [8692FF]«Amélioré»[-]
armorNerdHelmetImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Goggles. This headgear allows the nerd to learn significantly faster. You now gain more experience from trap kills.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],Armure lourde\nUne version améliorée des lunettes Nerd. Ce couvre-chef permet au nerd d’apprendre beaucoup plus rapidement. Vous gagnez désormais plus d'expérience en tuant des pièges.\n\n[DECEA3]Bonus de l'ensemble complet :[-]\nAugmente les dégâts des compétences de combat [DECEA3]« Intelligence »[-].\nVous pouvez déployer [DECEA3]1[-] tourelle supplémentaire.\n\n[DECEA3]La modification « Boost » ne peut pas être installée sur cet ensemble.\nLa réparation nécessite un kit de réparation (amélioré).[-]
