Key,Source,Context,Changes,English,Brazilian
armorAssassinGlovesImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Gloves. Silent - but very fast. Increases the rate of fire and reload speed of sniper rifles. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armadura Média\nUma versão melhorada das Luvas do Assassino. Silencioso - mas muito rápido. Aumenta a cadência de tiro e a velocidade de recarga dos rifles de precisão. Você pode instalar um reforço para aumentar a velocidade de ataque de armas corpo a corpo.\n\n[DECEA3]Bônus de conjunto completo:[-]\n[FF6666]Aumento de arma corpo a corpo[-] disponível (instalado em luvas). Aumenta o dano causado por rifles de precisão.\n\n[DECEA3]O reparo requer kit de reparo (melhorado).[-]
armorAssassinBootsImp,items,Clothes,,Assassin Boots [8692FF]Improved[-],Botas de Assassino [8692FF]«Melhoradas»[-]
armorAssassinBootsImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Boots. Become silent but deadly. When running in stealth mode, you will not make any sounds. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura Média\nUma versão melhorada das Botas do Assassino. Torne-se silencioso, mas mortal. Ao executar no modo furtivo, você não emitirá nenhum som. É muito mais fácil manter o equilíbrio durante ataques corpo a corpo.\n\n[DECEA3]Bônus de conjunto completo:[-]\n[FF6666]Impulso de arma corpo a corpo[-] disponível (instalado em luvas). Aumenta o dano causado por rifles de precisão.\n\n[DECEA3]O reparo requer kit de reparo (melhorado).[-]"
buffAssassinImpSetBonus,buffs,Buff,,[8692FF]Assassin[-],[8692FF]Assassino[-]
buffAssassinImpSetBonusName,buffs,buff,,Armor Bonus,Bônus de Armadura
buffAssassinImpSetBonusTooltip,buffs,buff,,You are affected by the improved Assassin armor bonus.,Você é afetado pelo bônus aprimorado da armadura do Assassino.
buffAssassinImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Assassin»[-] Improved Armor\nSniper rifle damage increased by [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].","Você equipou um conjunto completo de [8692FF]«Assassino»[-] Armadura aprimorada\nDano do rifle de precisão aumentado em [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. Ao aprimorar armas brancas: dano aumentado em [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], velocidade de ataque aumentada em [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], custo de resistência reduzido em [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-]."
armorGathererHelmetImp,items,Clothes,,Gatherer Helmet [8692FF]Improved[-],Capacete de Coletor [8692FF]«Melhorado»[-]
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armadura Pesada\nElmo de Coletor Melhorado. Este capacete versátil é confortável e seguro tanto para mineração de recursos quanto para construção. Aumenta a experiência adquirida durante a construção e mineração de recursos.\n\n[DECEA3]Bônus de conjunto completo:[-]\n[FF6666]Boost[-] disponível (instalado na armadura). Aumenta a quantidade de recursos minerados e a resistência a qualquer dano ao usar ferramentas de mineração ou construção.\n\n[DECEA3]O reparo requer kit de reparo (melhorado).[-]
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],Roupa de Coletor [8692FF]«Melhorado»[-]
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura Pesada\nRoupa de Coletor aprimorada. Um traje durável e confortável que protege não só de pedras, mas também de intrusos. Graças aos bolsos espaçosos, você sempre pode carregar tudo o que precisa para mineração e construção.\n\n[DECEA3]Bônus de conjunto completo:[-]\n[FF6666]Boost[-] disponível (instalado na armadura). Aumenta a quantidade de recursos minerados e a resistência a qualquer dano ao usar ferramentas de mineração ou construção.\n\n[DECEA3]O reparo requer kit de reparo (melhorado).[-]"
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],Luvas Coletoras [8692FF]«Melhoradas»[-]
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura Pesada\nLuvas de Coletor Melhoradas. Graças ao revestimento aprimorado da palma da mão, você só largará a ferramenta se alguém o ajudar. Aumenta o dano de bloqueio e reduz a degradação da ferramenta durante os reparos.\n\n[DECEA3]Bônus de conjunto completo:[-]\n[FF6666]Boost[-] disponível (instalado na armadura). Aumenta a quantidade de recursos minerados e a resistência a qualquer dano ao usar ferramentas de mineração ou construção.\n\n[DECEA3]O reparo requer kit de reparo (melhorado).[-]"
armorGathererBootsImp,items,Clothes,,Gatherer Boots [8692FF]Improved[-],Botas Coletoras [8692FF]«Melhoradas»[-]
armorGathererBootsImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer's Boots. There's no better shoe for heavy-duty work. Increases safe fall height and stamina.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armadura Pesada\nBotas de Coletor Melhoradas. Não há sapato melhor para trabalhos pesados. Aumenta a altura de queda segura e a resistência.\n\n[DECEA3]Bônus de conjunto completo:[-]\n[FF6666]Boost[-] disponível (instalado na armadura). Aumenta a quantidade de recursos minerados e a resistência a qualquer dano ao usar ferramentas de mineração ou construção.\n\n[DECEA3]O reparo requer kit de reparo (melhorado).[-]
buffGathererImpSetBonus,buffs,Buff,,[8692FF]Gatherer[-],[8692FF]Coletor[-]
buffGathererImpSetBonusName,buffs,buff,,Armor Bonus,Bônus de Armadura
buffGathererImpSetBonusTooltip,buffs,buff,,You are affected by the improved Gatherer armor bonus.,Você é afetado pelo bônus aprimorado da armadura do Coletor.
buffGathererImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]Gatherer[-] improved Armor\nThe amount of any extracted resources has been increased by [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nWhile holding construction or mining tools, damage taken is reduced by [DECEA3]15%[-].","Você equipou um conjunto completo de [8692FF]Gatherer[-] armadura aprimorada\nA quantidade de quaisquer recursos extraídos foi aumentada em [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nEnquanto segura ferramentas de construção ou mineração, o dano recebido é reduzido em [DECEA3]15%[-]."
armorNomadHelmetImp,items,Clothes,,Nomad Helmet [8692FF]Improved[-],Capacete Nômade [8692FF]«Melhorado»[-]
armorNomadHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Helmet. This headdress, which protects against the harsh conditions of the wasteland, allows the nomad to go on long journeys. Reduces the consumption of food and water. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura Pesada\nUma versão melhorada do Capacete Nômade. Este cocar, que protege contra as duras condições do deserto, permite ao nômade realizar longas viagens. Reduz o consumo de alimentos e água. Agora você está melhor treinado em combate.\n\n[DECEA3]Bônus de conjunto completo:[-]\n[FF6666]Impulso de arma corpo a corpo[-] disponível (instalado em luvas). Aumenta o dano causado por espingardas.\n\n[DECEA3]O reparo requer kit de reparo (melhorado).[-]"
armorNomadOutfitImp,items,Clothes,,Nomad Outfit [8692FF]Improved[-],Traje Nômade [8692FF]«Melhorado»[-]
armorNomadOutfitImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nomad Outfit. Anything can happen on any journey. The main thing is to be able to quickly recover and move on. Speeds up recovery from critical injuries and increases your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armadura Pesada\nUma versão melhorada do Traje Nômade. Tudo pode acontecer em qualquer viagem. O principal é conseguir se recuperar rapidamente e seguir em frente. Acelera a recuperação de ferimentos graves e aumenta sua capacidade de carga.\n\n[DECEA3]Bônus de conjunto completo:[-]\n[FF6666]Impulso de arma corpo a corpo[-] disponível (instalado em luvas). Aumenta o dano causado por espingardas.\n\n[DECEA3]O reparo requer kit de reparo (melhorado).[-]
armorNomadGlovesImp,items,Clothes,,Nomad Gloves [8692FF]Improved[-],Luvas Nômades [8692FF]«Melhoradas»[-]
armorNomadGlovesImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Gloves. If you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura Pesada\nUma versão melhorada das Luvas Nômades. Se você entrar em uma casa para passar a noite, com certeza há alguém lá. Aumenta a cadência de tiro e a velocidade de recarga das espingardas. Você pode instalar um reforço para aumentar a velocidade de ataque de armas corpo a corpo.\n\n[DECEA3]Bônus de conjunto completo:[-]\n[FF6666]Aumento de arma corpo a corpo[-] disponível (instalado em luvas). Aumenta o dano causado por espingardas.\n\n[DECEA3]O reparo requer kit de reparo (melhorado).[-]"
armorNomadBootsImp,items,Clothes,,Nomad Boots [8692FF]Improved[-],Botas Nômades [8692FF]«Melhoradas»[-]
armorNomadBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Boots. When crawling through mountains, it is better not to look down. Increases safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura Pesada\nUma versão melhorada das Botas Nômades. Ao rastejar pelas montanhas, é melhor não olhar para baixo. Aumenta a altura de queda segura. É muito mais fácil manter o equilíbrio durante ataques corpo a corpo.\n\n[DECEA3]Bônus de conjunto completo:[-]\n[FF6666]Impulso de arma corpo a corpo[-] disponível (instalado em luvas). Aumenta o dano causado por espingardas.\n\n[DECEA3]O reparo requer kit de reparo (melhorado).[-]"
buffNomadImpSetBonus,buffs,Buff,,[8692FF]Nomad[-],[8692FF]Nômade[-]
buffNomadImpSetBonusName,buffs,buff,,Armor Bonus,Bônus de Armadura
buffNomadImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nomad armor bonus.,Você é afetado pelo bônus aprimorado da armadura Nomad.
buffNomadImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Nomad»[-] improved Armor\nShotgun damage increased by [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-].","Você equipou um conjunto completo de [8692FF]«Nomad»[-] Armadura aprimorada\nDano de espingarda aumentado em [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. Ao aprimorar armas brancas: dano aumentado em [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], velocidade de ataque aumentada em [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], custo de resistência reduzido em [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-]."
armorNerdHelmetImp,items,Clothes,,Nerd Goggles [8692FF]Improved[-],Óculos de Nerd [8692FF]«Melhorado»[-]
armorNerdHelmetImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Goggles. This headgear allows the nerd to learn significantly faster. You now gain more experience from trap kills.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],Armadura Pesada\nUma versão melhorada dos Óculos Nerd. Este capacete permite que o nerd aprenda significativamente mais rápido. Agora você ganha mais experiência com armadilhas.\n\n[DECEA3]Bônus de conjunto completo:[-]\nAumenta o dano de habilidades de combate [DECEA3]«Inteligência»[-].\nVocê pode implantar [DECEA3]1[-] mais torre.\n\n[DECEA3]A modificação «Boost» não pode ser instalada neste conjunto.\nO reparo requer kit de reparo (melhorado).[-]
armorNerdOutfitImp,items,Clothes,,Nerd Outfit [8692FF]Improved[-],Roupa Nerd [8692FF]«Melhorado»[-]
armorNerdOutfitImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nerd Outfit. Live and learn. Increases the chance to gain additional skill points when reading magazines, as well as the chance to find books, magazines, and recipes in loot.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]","Armadura Pesada\nUma versão melhorada do Traje Nerd. Viva e aprenda. Aumenta a chance de ganhar pontos de habilidade adicionais ao ler revistas, bem como a chance de encontrar livros, revistas e receitas em saques.\n\n[DECEA3]Bônus de conjunto completo:[-]\nAumenta o dano de habilidades de combate de [DECEA3]«Inteligência»[-].\nVocê pode implantar [DECEA3]1[-] mais torre.\n\n[DECEA3]A modificação «Boost» não pode ser instalado neste conjunto.\nO reparo requer kit de reparo (melhorado).[-]"
armorNerdGlovesImp,items,Clothes,,Nerd Gloves [8692FF]Improved[-],Luvas Nerd [8692FF]«Melhoradas»[-]
armorNerdGlovesImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Gloves. Increases turret reload speed and stun baton attack speed.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],Armadura Pesada\nUma versão melhorada das Luvas Nerd. Aumenta a velocidade de recarga da torre e a velocidade de ataque do bastão de atordoamento.\n\n[DECEA3]Bônus de conjunto completo:[-]\nAumenta o dano das habilidades de combate [DECEA3]«Inteligência»[-].\nVocê pode implantar [DECEA3]1[-] mais torre.\n\n[DECEA3]A modificação «Boost» não pode ser instalada neste conjunto.\nO reparo requer kit de reparo (melhorado).[-]
