Key,Source,Context,Changes,English,Japanese
armorAssassinBootsImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Boots. Become silent but deadly. When running in stealth mode, you will not make any sounds. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]",中装甲\nアサシン ブーツの改良版。静かになりますが、致命的です。ステルスモードで実行すると音は鳴りません。近接攻撃中にバランスを維持するのがはるかに簡単になります。\n\n[DECEA3]フルセットボーナス：[-]\n[FF6666]近接武器ブースト[-]が利用可能です（手袋にインストールされています）。スナイパーライフルによるダメージが増加します。\n\n[DECEA3]修理には修理キット（改良版）が必要です。[-]
buffAssassinImpSetBonus,buffs,Buff,,[8692FF]Assassin[-],[8692FF]暗殺者[-]
buffAssassinImpSetBonusName,buffs,buff,,Armor Bonus,アーマーボーナス
buffAssassinImpSetBonusTooltip,buffs,buff,,You are affected by the improved Assassin armor bonus.,改良されたアサシンアーマーボーナスの影響を受けます。
buffAssassinImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Assassin»[-] Improved Armor\nSniper rifle damage increased by [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].",[8692FF]«アサシン»[-]改良型アーマーのフルセットを装備しました\nスナイパーライフルのダメージが[DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]増加しました。近接武器を強化する場合: ダメージは [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-] 増加し、攻撃速度は [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-] 増加し、スタミナのコストは [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-] 減少します。
armorGathererHelmetImp,items,Clothes,,Gatherer Helmet [8692FF]Improved[-],ギャザラーヘルメット[8692FF]«改良版»[-]
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],重装鎧\nギャザラーのヘルメットを改良しました。この多用途のヘッドギアは、資源採掘と建設の両方で快適かつ安全です。建設中や資源採掘中に得られる経験値が増加します。\n\n[DECEA3]フルセット ボーナス:[-]\n[FF6666]ブースト[-]が利用可能です（ボディアーマーにインストールされています）。採掘資源の量と、採掘ツールや建設ツールを使用する際のダメージに対する耐性が増加します。\n\n[DECEA3]修理には修理キット（改良版）が必要です。[-]
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],ギャザラーの衣装[8692FF]«改善されました»[-]
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重装鎧\nギャザラーの衣装を改良しました。岩だけでなく侵入者からも守る、丈夫で快適なスーツ。広々としたポケットのおかげで、採掘や建設に必要なものをいつでも持ち運ぶことができます。\n\n[DECEA3]フルセットボーナス：[-]\n[FF6666]ブースト[-]が利用可能です（ボディーアーマーにインストールされています）。採掘資源の量と、採掘ツールや建設ツールを使用する際のダメージに対する耐性が増加します。\n\n[DECEA3]修理には修理キット（改良版）が必要です。[-]
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],ギャザラーグローブ[8692FF]«改良版»[-]
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重装鎧\n改良されたギャザラー グローブ。改良された手のひらコーティングのおかげで、誰かが助けてくれた場合にのみツールを手放すことができます。ブロックのダメージを増加させ、修理中の工具の劣化を軽減します。\n\n[DECEA3]フルセットボーナス：[-]\n[FF6666]ブースト[-]が利用可能です（ボディアーマーにインストールされています）。採掘資源の量と、採掘ツールや建設ツールを使用する際のダメージに対する耐性が増加します。\n\n[DECEA3]修理には修理キット（改良版）が必要です。[-]
armorGathererBootsImp,items,Clothes,,Gatherer Boots [8692FF]Improved[-],ギャザラーブーツ[8692FF]«改良版»[-]
armorGathererBootsImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer's Boots. There's no better shoe for heavy-duty work. Increases safe fall height and stamina.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],重装鎧\nギャザラーブーツを改良しました。激しい作業にこれ以上の靴はありません。安全な落下高さとスタミナが増加します。\n\n[DECEA3]フルセットボーナス：[-]\n[FF6666]ブースト[-]が利用可能です（ボディーアーマーにインストールされています）。採掘資源の量と、採掘ツールや建設ツールを使用する際のダメージに対する耐性が増加します。\n\n[DECEA3]修理には修理キット（改良版）が必要です。[-]
buffGathererImpSetBonus,buffs,Buff,,[8692FF]Gatherer[-],[8692FF]ギャザラー[-]
buffGathererImpSetBonusName,buffs,buff,,Armor Bonus,アーマーボーナス
buffGathererImpSetBonusTooltip,buffs,buff,,You are affected by the improved Gatherer armor bonus.,改善されたギャザラーアーマーボーナスの影響を受けます。
buffGathererImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]Gatherer[-] improved Armor\nThe amount of any extracted resources has been increased by [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nWhile holding construction or mining tools, damage taken is reduced by [DECEA3]15%[-].",[8692FF]ギャザラー[-]の改良されたアーマーのフルセットを装備しました\n抽出されたリソースの量は[DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-]増加しました。\n\n建設または採掘ツールを保持している間、受けるダメージは[DECEA3]15%[-]減少します。
armorNomadHelmetImp,items,Clothes,,Nomad Helmet [8692FF]Improved[-],ノマドヘルメット[8692FF]«改良版»[-]
armorNomadHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Helmet. This headdress, which protects against the harsh conditions of the wasteland, allows the nomad to go on long journeys. Reduces the consumption of food and water. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重装鎧\nノマド ヘルメットの改良版。この頭飾りは荒地の過酷な条件から身を守り、遊牧民が長い旅をすることを可能にします。食物と水の消費量を減らします。これで、戦闘の訓練がさらに深まりました。\n\n[DECEA3]フルセットボーナス：[-]\n[FF6666]近接武器ブースト[-]が利用可能です（手袋にインストールされています）。ショットガンが与えるダメージが増加します。\n\n[DECEA3]修理には修理キット（改良版）が必要です。[-]
armorNomadOutfitImp,items,Clothes,,Nomad Outfit [8692FF]Improved[-],ノマドの衣装[8692FF]«改善されました»[-]
armorNomadOutfitImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nomad Outfit. Anything can happen on any journey. The main thing is to be able to quickly recover and move on. Speeds up recovery from critical injuries and increases your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-],重装甲\n遊牧民の衣装の改良版。どのような旅でも、何かが起こる可能性があります。重要なのは、すぐに回復して次に進むことができることです。重大な怪我からの回復を早め、運搬能力を高めます。\n\n[DECEA3]フルセットボーナス：[-]\n[FF6666]近接武器ブースト[-]が利用可能です（手袋に取り付けられています）。ショットガンが与えるダメージが増加します。\n\n[DECEA3]修理には修理キット（改良版）が必要です。[-]
armorNomadGlovesImp,items,Clothes,,Nomad Gloves [8692FF]Improved[-],ノマドグローブ[8692FF]«改良版»[-]
armorNomadGlovesImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Gloves. If you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",重装鎧\nノマド グローブの改良版。夜を過ごすために家に入れば、そこには必ず誰かがいます。ショットガンの発射速度とリロード速度が増加します。ブーストをインストールすると、近接武器の攻撃速度を上げることができます。\n\n[DECEA3]フルセット ボーナス:[-]\n[FF6666]近接武器ブースト[-]が利用可能です(手袋にインストール)。ショットガンが与えるダメージが増加します。\n\n[DECEA3]修理には修理キット（改良版）が必要です。[-]
armorNomadBootsImp,items,Clothes,,Nomad Boots [8692FF]Improved[-],ノマドブーツ[8692FF]«改良版»[-]
armorNomadBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Boots. When crawling through mountains, it is better not to look down. Increases safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]",ヘビー アーマー\nノマド ブーツの改良版。山を這うときは、下を見ないほうがいいです。安全な落下高さを高めます。近接攻撃中にバランスを維持するのがはるかに簡単になります。\n\n[DECEA3]フルセットボーナス：[-]\n[FF6666]近接武器ブースト[-]が利用可能です（手袋にインストールされています）。ショットガンが与えるダメージが増加します。\n\n[DECEA3]修理には修理キット（改良版）が必要です。[-]
buffNomadImpSetBonus,buffs,Buff,,[8692FF]Nomad[-],[8692FF]ノマド[-]
buffNomadImpSetBonusName,buffs,buff,,Armor Bonus,アーマーボーナス
buffNomadImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nomad armor bonus.,改良されたノマドアーマーボーナスの影響を受けます。
