Key,Source,Context,Changes,English,Spanish
armorAssassinOutfitImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Outfit. Be unseen, unheard, and unharmed. Increases your effectiveness while in stealth mode and your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura media\nUna versión mejorada del Atuendo de Asesino. Sé invisible, inaudible e ileso. Aumenta tu efectividad en modo sigilo y tu capacidad de carga.\n\n[DECEA3]Bonificación de conjunto completo:[-]\n[FF6666]Mejora de arma de cuerpo a cuerpo[-] disponible (instalada en los guantes). Aumenta el daño infligido por rifles de francotirador.\n\n[DECEA3]Para su reparación se requiere un kit de reparación mejorado.[-]"
armorAssassinGlovesImp,items,Clothes,,Assassin Gloves [8692FF]Improved[-],[8692FF]Guantes de Asesino Mejorados[-]
armorAssassinGlovesImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Gloves. Silent - but very fast. Increases the rate of fire and reload speed of sniper rifles. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armadura media\nUna versión mejorada de los Guantes de Asesino. Silencioso
armorAssassinBootsImp,items,Clothes,,Assassin Boots [8692FF]Improved[-],[8692FF]Botas de Asesino Mejoradas[-]
armorAssassinBootsImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Boots. Become silent but deadly. When running in stealth mode, you will not make any sounds. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura media\nUna versión mejorada de las Botas de Asesino. Vuélvete silencioso pero letal. Al correr en modo sigilo, no harás ningún sonido. Es mucho más fácil mantener el equilibrio durante los ataques cuerpo a cuerpo.\n\n[DECEA3]Bonificación de conjunto completo:[-]\n[FF6666]Mejora de arma de cuerpo a cuerpo[-] disponible (instalada en los guantes). Aumenta el daño infligido por rifles de francotirador.\n\n[DECEA3]Para su reparación se requiere un kit de reparación mejorado.[-]"
buffAssassinImpSetBonus,buffs,Buff,,[8692FF]Assassin[-],[8692FF]Asesino[-]
buffAssassinImpSetBonusName,buffs,buff,,Armor Bonus,Bonificación de armadura
buffAssassinImpSetBonusTooltip,buffs,buff,,You are affected by the improved Assassin armor bonus.,Te afecta la bonificación de la armadura mejorada de [8692FF]Asesino[-].
buffAssassinImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Assassin»[-] Improved Armor\nSniper rifle damage increased by [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].","Has equipado un conjunto completo de armadura mejorada de [8692FF]Asesino[-]\nDaño de rifles de francotirador aumentado en un [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. Al mejorar las armas de cuerpo a cuerpo: daño aumentado en un [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], velocidad de ataque aumentada en un [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], consumo de resistencia reducido en un [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-]."
armorGathererHelmetImp,items,Clothes,,Gatherer Helmet [8692FF]Improved[-],[8692FF]Casco de Recolector Mejorado[-]
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armadura pesada\nCasco de Recolector Mejorado. Este casco versátil es cómodo y seguro tanto para la extracción de recursos como para la construcción. Aumenta la experiencia obtenida durante la construcción y la extracción de recursos.\n\n[DECEA3]Bonificación de conjunto completo:[-]\n[FF6666]Mejora[-] disponible (instalada en armadura corporal). Aumenta la cantidad de recursos extraídos y la resistencia a cualquier daño al usar herramientas de minería o construcción.\n\n[DECEA3]Para su reparación se requiere un kit de reparación mejorado.[-]
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],[8692FF]Traje de Recolector Mejorado[-]
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura pesada\nTraje de Recolector Mejorado. Un traje resistente y cómodo que protege no solo de las rocas, sino también de los intrusos. Gracias a sus amplios bolsillos, siempre podrás llevar contigo todo lo necesario para la minería y la construcción.\n\n[DECEA3]Bonificación de conjunto completo:[-]\n[FF6666]Mejora[-] disponible (instalada en armadura corporal). Aumenta la cantidad de recursos extraídos y la resistencia a cualquier daño al usar herramientas de minería o construcción.\n\n[DECEA3]Para su reparación se requiere un kit de reparación mejorado.[-]"
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],[8692FF]Guantes de Recolector Mejorados[-]
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura pesada\nGuantes de Recolector Mejorados. Gracias al revestimiento mejorado de la palma, solo soltarás la herramienta si alguien te ayuda. Aumenta el daño a bloques y reduce la degradación de la herramienta durante las reparaciones.\n\n[DECEA3]Bonificación de conjunto completo:[-]\n[FF6666]Mejora[-] disponible (instalada en la armadura corporal). Aumenta la cantidad de recursos extraídos y la resistencia a cualquier daño al usar herramientas de minería o construcción.\n\n[DECEA3]Para su reparación se requiere un kit de reparación mejorado.[-]"
armorGathererBootsImp,items,Clothes,,Gatherer Boots [8692FF]Improved[-],[8692FF]Botas de Recolector Mejoradas[-]
armorGathererBootsImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer's Boots. There's no better shoe for heavy-duty work. Increases safe fall height and stamina.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armadura pesada\nBotas de Recolector Mejoradas. No hay mejor calzado para trabajos pesados. Aumenta la altura de caída segura y la resistencia.\n\n[DECEA3]Bonificación de conjunto completo:[-]\n[FF6666]Mejora[-] disponible (instalada en armadura corporal). Aumenta la cantidad de recursos extraídos y la resistencia a cualquier daño al usar herramientas de minería o construcción.\n\n[DECEA3]Para su reparación se requiere un kit de reparación mejorado.[-]
buffGathererImpSetBonus,buffs,Buff,,[8692FF]Gatherer[-],[8692FF]Recolector[-]
buffGathererImpSetBonusName,buffs,buff,,Armor Bonus,Bonificación de armadura
buffGathererImpSetBonusTooltip,buffs,buff,,You are affected by the improved Gatherer armor bonus.,Te afecta la bonificación de la armadura mejorada de [8692FF]Recolector[-].
buffGathererImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]Gatherer[-] improved Armor\nThe amount of any extracted resources has been increased by [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nWhile holding construction or mining tools, damage taken is reduced by [DECEA3]15%[-].","Has equipado un conjunto completo de armadura mejorada de [8692FF]Recolector[-]\nLa cantidad de cualquier recurso extraído ha aumentado en un [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nMientras empuñas herramientas de construcción o minería, el daño recibido se reduce en un [DECEA3]15%[-]."
armorNomadHelmetImp,items,Clothes,,Nomad Helmet [8692FF]Improved[-],[8692FF]Casco de Nómada Mejorado[-]
armorNomadHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Helmet. This headdress, which protects against the harsh conditions of the wasteland, allows the nomad to go on long journeys. Reduces the consumption of food and water. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura pesada\nUna versión mejorada del Casco de Nómada. Este tocado, que protege de las duras condiciones del páramo, permite al nómada emprender largos viajes. Reduce el consumo de comida y agua. Ahora estás mejor entrenado en combate.\n\n[DECEA3]Bonificación de conjunto completo:[-]\n[FF6666]Mejora de arma de cuerpo a cuerpo[-] disponible (instalada en los guantes). Aumenta el daño infligido por escopetas.\n\n[DECEA3]Para su reparación se requiere un kit de reparación mejorado.[-]"
armorNomadOutfitImp,items,Clothes,,Nomad Outfit [8692FF]Improved[-],[8692FF]Atuendo de Nómada Mejorado[-]
armorNomadOutfitImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nomad Outfit. Anything can happen on any journey. The main thing is to be able to quickly recover and move on. Speeds up recovery from critical injuries and increases your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-],Armadura pesada\nUna versión mejorada del Atuendo de Nómada. En cualquier viaje puede pasar cualquier cosa. Lo principal es poder recuperarse rápidamente y seguir adelante. Acelera la recuperación de heridas críticas y aumenta tu capacidad de carga.\n\n[DECEA3]Bonificación de conjunto completo:[-]\n[FF6666]Mejora de arma de cuerpo a cuerpo[-] disponible (instalada en los guantes). Aumenta el daño infligido por escopetas.\n\n[DECEA3]Para su reparación se requiere un kit de reparación mejorado.[-]
armorNomadGlovesImp,items,Clothes,,Nomad Gloves [8692FF]Improved[-],[8692FF]Guantes de Nómada Mejorados[-]
armorNomadGlovesImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Gloves. If you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura pesada\nUna versión mejorada de los Guantes de Nómada. Si entras en una casa para pasar la noche, seguro que hay alguien allí. Aumenta la cadencia de fuego y la velocidad de recarga de las escopetas. Puedes instalar una mejora para aumentar la velocidad de ataque de las armas de cuerpo a cuerpo.\n\n[DECEA3]Bonificación de conjunto completo:[-]\n[FF6666]Mejora de arma de cuerpo a cuerpo[-] disponible (instalada en los guantes). Aumenta el daño infligido por escopetas.\n\n[DECEA3]Para su reparación se requiere un kit de reparación mejorado.[-]"
armorNomadBootsImp,items,Clothes,,Nomad Boots [8692FF]Improved[-],[8692FF]Botas de Nómada Mejoradas[-]
armorNomadBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Boots. When crawling through mountains, it is better not to look down. Increases safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Armadura pesada\nUna versión mejorada de las Botas de Nómada. Al escalar montañas, es mejor no mirar hacia abajo. Aumenta la altura de caída segura. Es mucho más fácil mantener el equilibrio durante los ataques cuerpo a cuerpo.\n\n[DECEA3]Bonificación de conjunto completo:[-]\n[FF6666]Mejora de arma de cuerpo a cuerpo[-] disponible (instalada en los guantes). Aumenta el daño infligido por escopetas.\n\n[DECEA3]Para su reparación se requiere un kit de reparación mejorado.[-]"
buffNomadImpSetBonus,buffs,Buff,,[8692FF]Nomad[-],[8692FF]Nómada[-]
buffNomadImpSetBonusName,buffs,buff,,Armor Bonus,Bonificación de armadura
buffNomadImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nomad armor bonus.,Te afecta la bonificación de la armadura mejorada de [8692FF]Nómada[-].
buffNomadImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Nomad»[-] improved Armor\nShotgun damage increased by [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-].","Has equipado un conjunto completo de armadura mejorada de [8692FF]Nómada[-]\nDaño de escopetas aumentado en un [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. Al mejorar las armas de cuerpo a cuerpo: daño aumentado en un [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], velocidad de ataque aumentada en un [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], consumo de resistencia reducido en un [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-]."
armorNerdHelmetImp,items,Clothes,,Nerd Goggles [8692FF]Improved[-],[8692FF]Gafas de Empollón Mejoradas[-]
armorNerdHelmetImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Goggles. This headgear allows the nerd to learn significantly faster. You now gain more experience from trap kills.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],Armadura pesada\nUna versión mejorada de las Gafas de Empollón. Este casco permite al empollón aprender mucho más rápido. Ahora obtienes más experiencia al matar con trampas.\n\n[DECEA3]Bonificación de conjunto completo:[-]\nAumenta el daño de las habilidades de combate de [DECEA3]«Inteligencia»[-].\nPuedes desplegar [DECEA3]1[-] torreta más.\n\n[DECEA3]La modificación «Mejora» no se puede instalar en este conjunto.\nPara su reparación se requiere un kit de reparación mejorado.[-]
armorNerdOutfitImp,items,Clothes,,Nerd Outfit [8692FF]Improved[-],[8692FF]Atuendo de Empollón Mejorado[-]
armorNerdOutfitImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nerd Outfit. Live and learn. Increases the chance to gain additional skill points when reading magazines, as well as the chance to find books, magazines, and recipes in loot.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]","Armadura pesada\nUna versión mejorada del Atuendo de Empollón. Vive y aprende. Aumenta la probabilidad de obtener puntos de habilidad adicionales al leer revistas, así como la probabilidad de encontrar libros, revistas y recetas en el botín.\n\n[DECEA3]Bonificación de conjunto completo:[-]\nAumenta el daño de las habilidades de combate de [DECEA3]«Inteligencia»[-].\nPuedes desplegar [DECEA3]1[-] torreta más.\n\n[DECEA3]La modificación «Mejora» no se puede instalar en este conjunto.\nPara su reparación se requiere un kit de reparación mejorado.[-]"
