Key,Source,Context,Changes,English,Russian
armorAssassinGlovesImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Gloves. Silent - but very fast. Increases the rate of fire and reload speed of sniper rifles. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Средняя броня\nУлучшенная версия перчаток убийцы. Бесшумно, но очень быстро. Увеличивает скорострельность и скорость перезарядки снайперских винтовок.\n\n[DECEA3]Бонус за комплект:[-]\nВозможно установить [FF6666]«Усиление»[-] оружия ближнего боя (вставляются в перчатки). Увеличивает урон, наносимый снайперскими винтовками.\n\n[DECEA3]Для ремонта требуется ремонтный набор (улучшенный).[-]"
armorAssassinBootsImp,items,Clothes,,Assassin Boots [8692FF]Improved[-],[8692FF]Улучшенная[-] Обувь убийцы
armorAssassinBootsImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Boots. Become silent but deadly. When running in stealth mode, you will not make any sounds. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Средняя броня\nУлучшенная версия обуви убийцы. Станьте бесшумным, но смертоносным. При беге в режиме скрытности вы не будете издавать никаких звуков. Вам намного проще удержать равновесие при атаках в ближнем бою.\n\n[DECEA3]Бонус за комплект:[-]\nВозможно установить [FF6666]«Усиление»[-] оружия ближнего боя (вставляются в перчатки). Увеличивает урон, наносимый снайперскими винтовками.\n\n[DECEA3]Для ремонта требуется ремонтный набор (улучшенный).[-]"
buffAssassinImpSetBonus,buffs,Buff,,[8692FF]Assassin[-],[8692FF]Убийца[-]
buffAssassinImpSetBonusName,buffs,buff,,Armor Bonus,Бонус брони
buffAssassinImpSetBonusTooltip,buffs,buff,,You are affected by the improved Assassin armor bonus.,На вас действует бонус улучшенной брони [8692FF]«Убийца»[-].
buffAssassinImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Assassin»[-] Improved Armor\nSniper rifle damage increased by [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].","Вы надели полный комплект улучшенной брони [8692FF]«Убийца»[-]\nУрон снайперских винтовок увеличен на [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. При усилении оружия ближнего боя: урон увеличен на [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], скорость атаки увеличена на [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], расход выносливости снижен на [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-]."
armorGathererHelmetImp,items,Clothes,,Gatherer Helmet [8692FF]Improved[-],[8692FF]Улучшенный[-] Шлем добытчика
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Тяжелая броня\nУлучшенный шлем добытчика. Этот головной убор универсален и будет удобен и безопасен как при добыче ресурсов, так и на стройке. Увеличивает опыт, получаемый при строительстве и добыче ресурсов.\n\n[DECEA3]Бонус за комплект:[-]\nВозможно установить [FF6666]«Усиление»[-] (устанавливается в броню тела). Увеличивает количество добываемых ресурсов и сопротивление любому урону при использовании инструментов добычи или строительства.\n\n[DECEA3]Для ремонта требуется ремонтный набор (улучшенный).[-]"
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],[8692FF]Улучшенная[-] Униформа добытчика
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Тяжелая броня\nУлучшенная униформа добытчика. Прочный и удобный костюм, который защитит не только от камней, но и от незваных гостей. Благодаря вместительным карманам вы всегда сможете носить с собой всё необходимое для добычи ресурсов и строительства.\n\n[DECEA3]Бонус за комплект:[-]\nВозможно установить [FF6666]«Усиление»[-] (устанавливается в броню тела). Увеличивает количество добываемых ресурсов и сопротивление к любому урону при использовании инструментов добычи или строительства.\n\n[DECEA3]Для ремонта требуется ремонтный набор (улучшенный).[-]"
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],[8692FF]Улучшенные[-] Перчатки добытчика
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Тяжелая броня\nУлучшенные перчатки добытчика. Благодаря улучшенному покрытию ладони вы выпустите инструмент из рук, только если вам помогут. Увеличивает урон по блоку и снижает скорость поломки инструмента при ремонте.\n\n[DECEA3]Бонус за комплект:[-]\nВозможно установить [FF6666]«Усиление»[-] (устанавливается в броню тела). Увеличивает количество добываемых ресурсов и сопротивление любому урону при использовании инструментов добычи или строительства.\n\n[DECEA3]Для ремонта требуется ремонтный набор (улучшенный).[-]"
