Key,Source,Context,Changes,English,Polish
armorAssassinOutfitImp,items,Clothes,,Assassin Outfit [8692FF]Improved[-],Strój zabójcy [8692FF] «Ulepszony»[-]
armorAssassinOutfitImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Outfit. Be unseen, unheard, and unharmed. Increases your effectiveness while in stealth mode and your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Średni pancerz\nUlepszona wersja stroju zabójcy. Bądź niewidoczny, niesłyszalny i nieuszkodzony. Zwiększa twoją skuteczność w trybie ukrycia i nośność.\n\n[DECEA3]Premia za pełny zestaw:[-]\n[FF6666]Dostępne wzmocnienie broni białej[-] (zainstalowane w rękawiczkach). Zwiększa obrażenia zadawane przez karabiny snajperskie.\n\n[DECEA3]Naprawa wymaga zestawu naprawczego (ulepszonego).[-]"
armorAssassinGlovesImp,items,Clothes,,Assassin Gloves [8692FF]Improved[-],Rękawice zabójcy [8692FF] «Ulepszone»[-]
armorAssassinGlovesImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Gloves. Silent - but very fast. Increases the rate of fire and reload speed of sniper rifles. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Średni pancerz\nUlepszona wersja Rękawic Zabójcy. Cichy - ale bardzo szybki. Zwiększa szybkostrzelność i prędkość przeładowania karabinów snajperskich. Możesz zainstalować wzmocnienie, aby zwiększyć prędkość ataku broni białej.\n\n[DECEA3]Premia za pełen zestaw:[-]\n[FF6666]Wzmocnienie broni białej[-] dostępne (zainstalowane w rękawiczkach). Zwiększa obrażenia zadawane przez karabiny snajperskie.\n\n[DECEA3]Naprawa wymaga zestawu naprawczego (ulepszonego).[-]"
armorAssassinBootsImp,items,Clothes,,Assassin Boots [8692FF]Improved[-],Buty Zabójcy [8692FF] «Ulepszone»[-]
armorAssassinBootsImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Boots. Become silent but deadly. When running in stealth mode, you will not make any sounds. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Średni pancerz\nUlepszona wersja Butów Zabójcy. Stań się cichy, ale zabójczy. Podczas pracy w trybie ukrytym nie będziesz wydawać żadnych dźwięków. Dużo łatwiej jest ci utrzymać równowagę podczas ataków wręcz.\n\n[DECEA3]Premia za pełny zestaw:[-]\n[FF6666]Dostępne wzmocnienie broni białej[-] (zainstalowane w rękawiczkach). Zwiększa obrażenia zadawane przez karabiny snajperskie.\n\n[DECEA3]Naprawa wymaga zestawu naprawczego (ulepszonego).[-]"
buffAssassinImpSetBonus,buffs,Buff,,[8692FF]Assassin[-],[8692FF]Zabójca[-]
buffAssassinImpSetBonusName,buffs,buff,,Armor Bonus,Premia za zbroję
buffAssassinImpSetBonusTooltip,buffs,buff,,You are affected by the improved Assassin armor bonus.,Masz wpływ na ulepszony bonus pancerza Zabójcy.
buffAssassinImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Assassin»[-] Improved Armor\nSniper rifle damage increased by [DECEA3]{cvar(.armorAssassinImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-].","Wyposażyłeś się w pełny zestaw [8692FF] «Zabójca» [-] Ulepszony pancerz\n Obrażenia karabinu snajperskiego zwiększone o [DECEA3] {cvar(.armorAssassinImpFSBDisplay:0)}%[-]. Podczas ulepszania broni białej: obrażenia zwiększone o [DECEA3]{cvar(.armorEnhancedDamageAssassinImpFSBDisplay:0)}%[-], prędkość ataku zwiększona o [DECEA3]{cvar(.armorEnhancedSpeedAssassinImpFSBDisplay:0)}%[-], koszt wytrzymałości zmniejszony o [DECEA3]{cvar(.armorEnhancedStaminaAssassinImpFSBDisplay:0)}%[-]."
armorGathererHelmetImp,items,Clothes,,Gatherer Helmet [8692FF]Improved[-],Hełm zbieracza [8692FF] «Ulepszony»[-]
armorGathererHelmetImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer Helmet. This versatile headgear is comfortable and safe both for resource mining and for construction. Increases experience gained during construction and resource mining.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Ciężki pancerz\nUlepszony hełm zbieracza. To wszechstronne nakrycie głowy jest wygodne i bezpieczne zarówno w górnictwie, jak i na budowie. Zwiększa doświadczenie zdobyte podczas budowy i wydobywania zasobów.\n\n[DECEA3]Premia za pełny zestaw:[-]\n[FF6666]Dostępne wzmocnienie[-] (zainstalowane w kamizelce kuloodpornej). Zwiększa ilość wydobywanych zasobów i odporność na wszelkie uszkodzenia podczas używania narzędzi górniczych lub budowlanych.\n\n[DECEA3]Naprawa wymaga zestawu naprawczego (ulepszonego).[-]"
armorGathererOutfitImp,items,Clothes,,Gatherer Outfit [8692FF]Improved[-],Strój zbieracza [8692FF] «Ulepszony»[-]
armorGathererOutfitImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer's Outfit. A durable and comfortable suit that protects not only from rocks but also from intruders. Thanks to spacious pockets, you can always carry everything you need for mining and construction.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Ciężka zbroja\nUlepszony strój zbieracza. Trwały i wygodny kombinezon, który chroni nie tylko przed kamieniami, ale także przed intruzami. Dzięki przestronnym kieszeniom zawsze możesz zabrać ze sobą wszystko, czego potrzebujesz do górnictwa i budownictwa.\n\n[DECEA3]Premia za pełny zestaw:[-]\n[FF6666]Dostępne wzmocnienie[-] (zainstalowane w kamizelce kuloodpornej). Zwiększa ilość wydobywanych zasobów i odporność na wszelkie uszkodzenia podczas używania narzędzi górniczych lub budowlanych.\n\n[DECEA3]Naprawa wymaga zestawu naprawczego (ulepszonego).[-]"
armorGathererGlovesImp,items,Clothes,,Gatherer Gloves [8692FF]Improved[-],Rękawice zbieracza [8692FF] «Ulepszone»[-]
armorGathererGlovesImpDesc,items,Clothes,,"Heavy Armor\nImproved Gatherer Gloves. Thanks to the improved palm coating, you will only let go of the tool if someone helps you. Increases block damage and reduces tool degradation during repairs.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Ciężki pancerz\nUlepszone rękawice zbieracza. Dzięki ulepszonej powłoce dłoni odpuścisz narzędzie tylko wtedy, gdy ktoś Ci pomoże. Zwiększa obrażenia bloków i zmniejsza degradację narzędzia podczas napraw.\n\n[DECEA3]Premia za pełny zestaw:[-]\n[FF6666]Dostępne wzmocnienie[-] (zainstalowane w kamizelce kuloodpornej). Zwiększa ilość wydobywanych zasobów i odporność na wszelkie uszkodzenia podczas używania narzędzi górniczych lub budowlanych.\n\n[DECEA3]Naprawa wymaga zestawu naprawczego (ulepszonego).[-]"
armorGathererBootsImp,items,Clothes,,Gatherer Boots [8692FF]Improved[-],Buty zbieracza [8692FF] «Ulepszone»[-]
armorGathererBootsImpDesc,items,Clothes,,Heavy Armor\nImproved Gatherer's Boots. There's no better shoe for heavy-duty work. Increases safe fall height and stamina.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Boost[-] available (installed in body armor). Increases the quantity of mined resources and resistance to any damage when using mining or construction tools.\n\n[DECEA3]Repair requires repair kit (improved).[-],Ciężka zbroja\nUlepszone buty zbieracza. Nie ma lepszych butów do ciężkich prac. Zwiększa bezpieczną wysokość upadku i wytrzymałość.\n\n[DECEA3]Premia za pełny zestaw:[-]\n[FF6666]Dostępne wzmocnienie[-] (zainstalowane w kamizelce kuloodpornej). Zwiększa ilość wydobywanych zasobów i odporność na wszelkie uszkodzenia podczas używania narzędzi górniczych lub budowlanych.\n\n[DECEA3]Naprawa wymaga zestawu naprawczego (ulepszonego).[-]
buffGathererImpSetBonus,buffs,Buff,,[8692FF]Gatherer[-],[8692FF]Zbieracz[-]
buffGathererImpSetBonusName,buffs,buff,,Armor Bonus,Premia za zbroję
buffGathererImpSetBonusTooltip,buffs,buff,,You are affected by the improved Gatherer armor bonus.,Masz wpływ na ulepszoną premię do pancerza Zbieracza.
buffGathererImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]Gatherer[-] improved Armor\nThe amount of any extracted resources has been increased by [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nWhile holding construction or mining tools, damage taken is reduced by [DECEA3]15%[-].",Wyposażyłeś się w pełny zestaw [8692FF]Zbieracza[-] ulepszonego pancerza\nIlość wydobywanych zasobów została zwiększona o [DECEA3]{cvar(.armorGathererImpFSBDisplay:0)}%[-].\n\nPodczas trzymania narzędzi budowlanych lub górniczych otrzymywane obrażenia są zmniejszone o [DECEA3]15%[-].
armorNomadHelmetImp,items,Clothes,,Nomad Helmet [8692FF]Improved[-],Hełm Nomada [8692FF] «Ulepszony»[-]
armorNomadHelmetImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Helmet. This headdress, which protects against the harsh conditions of the wasteland, allows the nomad to go on long journeys. Reduces the consumption of food and water. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Ciężki pancerz\nUlepszona wersja hełmu Nomada. To nakrycie głowy, które chroni przed trudnymi warunkami panującymi na pustkowiach, pozwala nomadzie odbywać dalekie podróże. Zmniejsza spożycie żywności i wody. Teraz jesteś lepiej wyszkolony w walce.\n\n[DECEA3]Premia za pełny zestaw:[-]\n[FF6666]Wzmocnienie broni białej[-] dostępne (zainstalowane w rękawiczkach). Zwiększa obrażenia zadawane przez strzelby.\n\n[DECEA3]Naprawa wymaga zestawu naprawczego (ulepszonego).[-]"
armorNomadOutfitImp,items,Clothes,,Nomad Outfit [8692FF]Improved[-],Strój Nomada [8692FF] «Ulepszony»[-]
armorNomadOutfitImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nomad Outfit. Anything can happen on any journey. The main thing is to be able to quickly recover and move on. Speeds up recovery from critical injuries and increases your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Ciężki pancerz\nUlepszona wersja stroju Nomada. W każdej podróży wszystko może się zdarzyć. Najważniejsze, aby móc szybko wrócić do zdrowia i iść dalej. Przyspiesza powrót do zdrowia po krytycznych obrażeniach i zwiększa nośność.\n\n[DECEA3]Premia za pełny zestaw:[-]\n[FF6666]Dostępne wzmocnienie broni białej[-] (zainstalowane w rękawiczkach). Zwiększa obrażenia zadawane przez strzelby.\n\n[DECEA3]Naprawa wymaga zestawu naprawczego (ulepszonego).[-]"
armorNomadGlovesImp,items,Clothes,,Nomad Gloves [8692FF]Improved[-],Rękawiczki Nomad [8692FF] «Ulepszone»[-]
armorNomadGlovesImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Gloves. If you go into a house to spend the night, there is definitely someone there. Increases the rate of fire and reload speed of shotguns. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Ciężki pancerz\nUlepszona wersja Rękawic Nomadów. Jeśli wejdziesz do domu, aby spędzić noc, na pewno ktoś tam jest. Zwiększa szybkostrzelność i prędkość przeładowania strzelb. Możesz zainstalować wzmocnienie, aby zwiększyć prędkość ataku broni białej.\n\n[DECEA3]Premia za pełen zestaw:[-]\n[FF6666]Wzmocnienie broni białej[-] dostępne (zainstalowane w rękawiczkach). Zwiększa obrażenia zadawane przez strzelby.\n\n[DECEA3]Naprawa wymaga zestawu naprawczego (ulepszonego).[-]"
armorNomadBootsImp,items,Clothes,,Nomad Boots [8692FF]Improved[-],Buty Nomadów [8692FF] «Ulepszone»[-]
armorNomadBootsImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nomad Boots. When crawling through mountains, it is better not to look down. Increases safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by shotguns.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Ciężki pancerz\nUlepszona wersja Butów Nomadów. Czołgając się po górach, lepiej nie patrzeć w dół. Zwiększa bezpieczną wysokość upadku. Dużo łatwiej jest ci utrzymać równowagę podczas ataków wręcz.\n\n[DECEA3]Premia za pełny zestaw:[-]\n[FF6666]Dostępne wzmocnienie broni białej[-] (zainstalowane w rękawiczkach). Zwiększa obrażenia zadawane przez strzelby.\n\n[DECEA3]Naprawa wymaga zestawu naprawczego (ulepszonego).[-]"
buffNomadImpSetBonus,buffs,Buff,,[8692FF]Nomad[-],[8692FF]Nomad[-]
buffNomadImpSetBonusName,buffs,buff,,Armor Bonus,Premia za zbroję
buffNomadImpSetBonusTooltip,buffs,buff,,You are affected by the improved Nomad armor bonus.,Masz wpływ na ulepszony bonus pancerza Nomada.
buffNomadImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Nomad»[-] improved Armor\nShotgun damage increased by [DECEA3]{cvar(.armorNomadImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], stamina cost reduced by [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-].","Wyposażyłeś pełny zestaw [8692FF] «Nomada» [-] ulepszonego pancerza\n Obrażenia strzelby zwiększone o [DECEA3] {cvar(.armorNomadImpFSBDisplay:0)}%[-]. Podczas ulepszania broni białej: obrażenia zwiększone o [DECEA3]{cvar(.armorEnhancedDamageNomadImpFSBDisplay:0)}%[-], prędkość ataku zwiększona o [DECEA3]{cvar(.armorEnhancedSpeedNomadImpFSBDisplay:0)}%[-], koszt wytrzymałości zmniejszony o [DECEA3]{cvar(.armorEnhancedStaminaNomadImpFSBDisplay:0)}%[-]."
armorNerdHelmetImp,items,Clothes,,Nerd Goggles [8692FF]Improved[-],Gogle Nerd [8692FF] «Ulepszone»[-]
armorNerdHelmetImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Goggles. This headgear allows the nerd to learn significantly faster. You now gain more experience from trap kills.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],Ciężki pancerz\nUlepszona wersja Gogli Nerdów. To nakrycie głowy pozwala kujonowi uczyć się znacznie szybciej. Teraz zdobywasz więcej doświadczenia za zabicie pułapek.\n\n[DECEA3]Premia za pełny zestaw:[-]\nZwiększa obrażenia od umiejętności bojowych [DECEA3] «Inteligencja»[-].\nMożesz rozmieścić [DECEA3]1[-] więcej wieży.\n\n[DECEA3]W tym zestawie nie można zainstalować modyfikacji «Wzmocnienie».\nNaprawa wymaga zestawu naprawczego (ulepszonego).[-]
armorNerdOutfitImp,items,Clothes,,Nerd Outfit [8692FF]Improved[-],Strój Nerda [8692FF] «Ulepszony»[-]
armorNerdOutfitImpDesc,items,Clothes,,"Heavy Armor\nAn improved version of the Nerd Outfit. Live and learn. Increases the chance to gain additional skill points when reading magazines, as well as the chance to find books, magazines, and recipes in loot.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-]","Ciężki pancerz\nUlepszona wersja stroju Nerda. Żyj i ucz się. Zwiększa szansę na zdobycie dodatkowych punktów umiejętności podczas czytania magazynów, a także szansę na znalezienie książek, magazynów i przepisów w łupach.\n\n[DECEA3]Premia za pełny zestaw:[-]\nZwiększa obrażenia od [DECEA3] «Inteligencja»[-] umiejętności bojowych.\nMożesz rozmieścić [DECEA3]1[-] więcej wieży.\n\n[DECEA3]Nie można zainstalować na tym modyfikacji «Wzmocnienie» zestaw.\nNaprawa wymaga zestawu naprawczego (ulepszonego).[-]"
armorNerdGlovesImp,items,Clothes,,Nerd Gloves [8692FF]Improved[-],Rękawiczki Nerd [8692FF] «Ulepszone»[-]
armorNerdGlovesImpDesc,items,Clothes,,Heavy Armor\nAn improved version of the Nerd Gloves. Increases turret reload speed and stun baton attack speed.\n\n[DECEA3]Full Set Bonus:[-]\nIncreases damage from [DECEA3]«Intelligence»[-] combat skills.\nYou can deploy [DECEA3]1[-] more turret.\n\n[DECEA3]The «Boost» modification cannot be installed on this set.\nRepair requires repair kit (improved).[-],Ciężki pancerz\nUlepszona wersja Rękawic Nerdów. Zwiększa prędkość przeładowania wieży i prędkość ataku pałki ogłuszającej.\n\n[DECEA3]Premia za pełny zestaw:[-]\nZwiększa obrażenia od [DECEA3] «Inteligencja»[-] umiejętności bojowych.\nMożesz rozmieścić [DECEA3]1[-] więcej wieży.\n\n[DECEA3]W tym zestawie nie można zainstalować modyfikacji «Wzmocnienie».\nNaprawa wymaga zestawu naprawczego (poprawione).[-]
