Key,Source,Context,Changes,English,Russian,Schinese
armorCommandoHelmetImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Special Forces Helmet. Health regeneration rate has been increased. You are now better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by automatic weapons.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Средняя броня\nУлучшенная версия спецназовского шлема. Скорость восстановления здоровья увеличена. Теперь вы лучше обучаетесь в бою.\n\n[DECEA3]Бонус за комплект:[-]\nВозможно установить [FF6666]«Усиление»[-] оружия ближнего боя (вставляются в перчатки). Увеличивает урон, наносимый автоматическим оружием.\n\n[DECEA3]Для ремонта требуется ремонтный набор (улучшенный).[-]",中甲\n改良型突击队头盔。提高生命恢复速度与战斗能力。\n\n[DECEA3]全套奖励：[-]\n可安装[FF6666]近战武器强化[-]（安装于手套）。提高自动武器伤害。\n\n[DECEA3]修理需要改良型修理包。[-]
armorCommandoOutfitImp,items,Clothes,,Commando Outfit [8692FF]Improved[-],[8692FF]Улучшенная[-] Спецназовская форма,突击队服装 [8692FF]改良型[-]
armorCommandoOutfitImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Special Forces uniform. True Special Forces can take any hit without flinching. Faster recovery from critical injuries.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by automatic weapons.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Средняя броня\nУлучшенная версия спецназовской формы. Настоящие спецназовцы выдерживают любой удар, не дрогнув. Ускоряет восстановление после критических травм.\n\n[DECEA3]Бонус за комплект:[-]\nВозможно установить [FF6666]«Усиление»[-] оружия ближнего боя (вставляются в перчатки). Увеличивает урон, наносимый автоматическим оружием.\n\n[DECEA3]Для ремонта требуется ремонтный набор (улучшенный).[-]",中甲\n改良型突击队服装。真正的突击队员面对再重的打击也不会退缩；提高重伤恢复速度。\n\n[DECEA3]全套奖励：[-]\n可安装[FF6666]近战武器强化[-]（安装于手套）。提高自动武器伤害。\n\n[DECEA3]修理需要改良型修理包。[-]
armorCommandoGlovesImp,items,Clothes,,Commando Gloves [8692FF]Improved[-],[8692FF]Улучшенная[-] Спецназовские перчатки,突击队手套 [8692FF]改良型[-]
armorCommandoGlovesImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Commando Gloves. A good marksman can easily disassemble and reassemble his weapon, and the reloading process has been perfected. You can install a boost to increase the attack speed of melee weapons.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by automatic weapons.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Средняя броня\nУлучшенная версия спецназовских перчаток. Хороший стрелок с лёгкостью разбирает и собирает своё оружие, а процесс перезарядки доведён до совершенства.\n\n[DECEA3]Бонус за комплект:[-]\nВозможно установить [FF6666]«Усиление»[-] оружия ближнего боя (вставляются в перчатки). Увеличивает урон, наносимый автоматическим оружием.\n\n[DECEA3]Для ремонта требуется ремонтный набор (улучшенный).[-]",中甲\n改良型突击队手套。熟练的射手能迅速拆装武器，并将换弹动作练到极致。还可安装强化件来提高近战武器攻击速度。\n\n[DECEA3]全套奖励：[-]\n可安装[FF6666]近战武器强化[-]（安装于手套）。提高自动武器伤害。\n\n[DECEA3]修理需要改良型修理包。[-]
armorCommandoBootsImp,items,Clothes,,Commando Boots [8692FF]Improved[-],[8692FF]Улучшенная[-] Спецназовские ботинки,突击队靴 [8692FF]改良型[-]
armorCommandoBootsImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Special Forces boots. These boots are suitable for the most difficult obstacle course. Increases the safe fall height. It is much easier for you to maintain your balance during melee attacks.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by automatic weapons.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Средняя броня\nУлучшенная версия спецназовских ботинок. Эта обувь подойдёт для самой сложной полосы препятствий. Увеличивает безопасную высоту падения. Вам намного проще удержать равновесие при атаках в ближнем бою.\n\n[DECEA3]Бонус за комплект:[-]\nВозможно установить [FF6666]«Усиление»[-] оружия ближнего боя (вставляются в перчатки). Увеличивает урон, наносимый автоматическим оружием.\n\n[DECEA3]Для ремонта требуется ремонтный набор (улучшенный).[-]",中甲\n改良型突击队靴。专为最艰难的障碍训练而设计，提高安全坠落高度，近战攻击时也更容易保持平衡。\n\n[DECEA3]全套奖励：[-]\n可安装[FF6666]近战武器强化[-]（安装于手套）。提高自动武器伤害。\n\n[DECEA3]修理需要改良型修理包。[-]
buffCommandoImpSetBonus,buffs,Buff,,[8692FF]Commando[-],[8692FF]Спецназ[-],[8692FF]突击队[-]
buffCommandoImpSetBonusName,buffs,buff,,Armor Bonus,Бонус брони,护甲加成
buffCommandoImpSetBonusTooltip,buffs,buff,,You are affected by the improved Commando armor bonus.,На вас действует бонус улучшенной брони [8692FF]«Спецназ»[-].,已获得改良型突击队护甲的全套奖励。
buffCommandoImpSetBonusDesc,buffs,Buff,,"You have equipped a full set of [8692FF]«Commando»[-] improved Armor\nAutomatic weapon damage increased by [DECEA3]{cvar(.armorCommandoImpFSBDisplay:0)}%[-]. When enhancing melee weapons: damage increased by [DECEA3]{cvar(.armorEnhancedDamageCommandoImpFSBDisplay:0)}%[-], attack speed increased by [DECEA3]{cvar(.armorEnhancedSpeedCommandoImpFSBDisplay:0)}%[-], stamina consumption reduced by [DECEA3]{cvar(.armorEnhancedStaminaCommandoImpFSBDisplay:0)}%[-].","Вы надели полный комплект улучшенной брони [8692FF]«Спецназ»[-]\nУрон автоматического оружия увеличен на [DECEA3]{cvar(.armorCommandoImpFSBDisplay:0)}%[-]. При усилении оружия ближнего боя: урон увеличен на [DECEA3]{cvar(.armorEnhancedDamageCommandoImpFSBDisplay:0)}%[-], скорость атаки увеличена на [DECEA3]{cvar(.armorEnhancedSpeedCommandoImpFSBDisplay:0)}%[-], расход выносливости снижен на [DECEA3]{cvar(.armorEnhancedStaminaCommandoImpFSBDisplay:0)}%[-].",你已装备全套[8692FF]突击队[-]改良型护甲。\n自动武器伤害提高[DECEA3]{cvar(.armorCommandoImpFSBDisplay:0)}%[-]。强化近战武器时：伤害提高[DECEA3]{cvar(.armorEnhancedDamageCommandoImpFSBDisplay:0)}%[-]，攻击速度提高[DECEA3]{cvar(.armorEnhancedSpeedCommandoImpFSBDisplay:0)}%[-]，耐力消耗降低[DECEA3]{cvar(.armorEnhancedStaminaCommandoImpFSBDisplay:0)}%[-]。
armorAssassinHelmetImp,items,Clothes,,Assassin Helmet [8692FF]Improved[-],[8692FF]Улучшенная[-] Капюшон убийцы,刺客头盔 [8692FF]改良型[-]
armorAssassinHelmetImpDesc,items,Clothes,,Medium Armor\nAn improved version of the Assassin Hood. They won't even notice. Increases damage while stealthed. Now you are better trained in combat.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-],"Средняя броня\nУлучшенная версия капюшона убийцы. Они даже ничего не заметят. Увеличивает урон в режиме скрытности. Теперь вы лучше обучаетесь в бою.\n\n[DECEA3]Бонус за комплект:[-]\nВозможно установить [FF6666]«Усиление»[-] оружия ближнего боя (вставляются в перчатки). Увеличивает урон, наносимый снайперскими винтовками.\n\n[DECEA3]Для ремонта требуется ремонтный набор (улучшенный).[-]",中甲\n改良型刺客头盔。目标甚至不会察觉你的存在；提高潜行状态下的伤害与战斗能力。\n\n[DECEA3]全套奖励：[-]\n可安装[FF6666]近战武器强化[-]（安装于手套）。提高狙击步枪伤害。\n\n[DECEA3]修理需要改良型修理包。[-]
armorAssassinOutfitImp,items,Clothes,,Assassin Outfit [8692FF]Improved[-],[8692FF]Улучшенная[-] Одежда убийцы,刺客服装 [8692FF]改良型[-]
armorAssassinOutfitImpDesc,items,Clothes,,"Medium Armor\nAn improved version of the Assassin Outfit. Be unseen, unheard, and unharmed. Increases your effectiveness while in stealth mode and your carrying capacity.\n\n[DECEA3]Full Set Bonus:[-]\n[FF6666]Melee Weapon Boost[-] available (installed in gloves). Increases damage dealt by sniper rifles.\n\n[DECEA3]Repair requires repair kit (improved).[-]","Средняя броня\nУлучшенная версия одежды убийцы. Будьте незаметны, неслышны и невредимы. Повышает эффективность в режиме скрытности, а также вашу грузоподъёмность.\n\n[DECEA3]Бонус за комплект:[-]\nВозможно установить [FF6666]«Усиление»[-] оружия ближнего боя (вставляются в перчатки). Увеличивает урон, наносимый снайперскими винтовками.\n\n[DECEA3]Для ремонта требуется ремонтный набор (улучшенный).[-]",中甲\n改良型刺客服装。不被看见，不被听见，也就不会受伤。提高潜行效率与负重能力。\n\n[DECEA3]全套奖励：[-]\n可安装[FF6666]近战武器强化[-]（安装于手套）。提高狙击步枪伤害。\n\n[DECEA3]修理需要改良型修理包。[-]
